input_text,target_text,input_emotion,target_emotion
ICANN asked VeriSign to voluntarily suspend Site Finder while the Internet community studied the issues .,ICANN has criticised the changes and asked VeriSign to voluntarily suspend them .,neutral,neutral
""" The releases are the latest in a series of efforts by the government to move Myanmar closer to multiparty democracy and national reconciliation , "" a government statement said .",""" The releases are the latest in a series of efforts by the government to move Myanmar to multi-party democracy and national conciliation . """,neutral,neutral
""" Contrary to the court 's decision , we firmly believe Congress gave the F.T.C. authority to implement the national do-not-call list , "" the congressmen said in a statement .",""" Contrary to the court 's decision , we firmly believe Congress gave the FTC authority to implement the national Do Not Call list .",neutral,neutral
"Police said the shooter ran away from an officer who chased him , and still was being sought Thursday night .","The shooter ran away , police said , eluding an officer who gave chase .",neutral,neutral
""" The kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of Sept . 11 , 2001 , "" he said .","Prince Saud said , "" The Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of September 11 , 2001 . """,neutral,neutral
""" New York City and Houston fourth-graders were at the national average in writing .",Houston fourth-graders also performed similarly to national peers in writing .,neutral,neutral
"Winslet , 28 , has a three-year-old daughter Mia by her first husband , British film producer Jim Threapleton .","He is a brother to three-year-old Mia , from Kate 's first marriage , to film producer Jim Threapleton .",neutral,neutral
""" Monsignor Grass ... while manifestly repentant , admitted that the allegations were true , "" the statement said .",""" The same three Response Team members also met with Monsignor Grass , who while manifestly repentant , admitted that the allegations were true .",neutral,neutral
"Jay Fishman , 51 , chairman and chief executive of St Paul , will be chief executive of the combined company .","St. Paul Chairman and Chief Executive Jay S. Fishman , 51 , will be CEO of the combined company .",neutral,neutral
"The $ 87 billion budget includes $ 51 billion for military operations in Iraq , another $ 20 billion for reconstruction and about $ 11 billion for Afghanistan .","Out of the nearly $ 20 billion , $ 18.6 billion is earmarked for reconstruction of Iraq and $ 1.2 billion for Afghanistan .",neutral,neutral
"Under Maine Rx , which state lawmakers approved in 2000 , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs .","Under the plan , Maine would act as a "" pharmacy benefit manager "" to lower the cost of prescription drugs .",neutral,neutral
"Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats , allowing for diet restriction .","The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats , researchers found .",neutral,neutral
Selenski had served about seven years in prison for bank robbery .,Selenski had previously spent seven years in prison on a bank robbery conviction .,neutral,neutral
"Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .","Around 9 : 00 a.m. EDT ( 1300 GMT ) , the euro was at $ 1.1566 against the dollar , up 0.07 percent on the day .",neutral,neutral
"Analysts expected earnings of 27 cents a share on revenue of $ 17.7 billion , Thomson First Call says .","Regardless , its first quarter saw a profit of $ 721 million , or 29 cents , on revenue of $ 17.9 billion .",neutral,neutral
Grant Thornton claims that it too was the “ victim ” of a fraud .,"Earlier on Monday , Grant Thornton SpA repeated previous statements that it was "" a victim of fraudulent action "" .",neutral,neutral
"The Intel C + + Compiler for Platform Builder for Microsoft Windows CE.Net is available for $ 1,499 and is intended for use by device manufacturers and systems integrators .","The Intel C + + Compiler for Platform Builder for Microsoft .NET is available for the suggested list price of $ 1,499 and is intended for OEM and system integrator use .",neutral,neutral
He later found out the alarming incident had been caused by Concorde 's powerful sonic boom .,He later learned that the incident was caused by the Concorde 's sonic boom .,neutral,neutral
He said the prob lem needs to be corrected before the space shuttle fleet flies again .,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .,neutral,neutral
"Sgt. Ernest Bucklew , 33 , was coming home from Iraq to bury his mother in Pennsylvania .","One , Fort Carson-based Sgt. Ernest Bucklew , 33 , was on his way home to attend his mother 's funeral in Pennsylvania , relatives said .",neutral,neutral
"Like the Power4 , the Power5 contains two processor cores on one chip .","Power5 , like Power4 , includes two processor cores in a single slice of silicon .",neutral,neutral
But Mr. Bolten cautioned that the deficit was still likely to exceed $ 500 billion in the 2004 fiscal year .,The deficit is still expected to top $ 500 billion in 2004 -- even with an improving economy .,neutral,neutral
"None of Prairie Plant 's marijuana can be distributed until the Health Canada 's user manual is made available , she said .","None of the Prairie Plant Systems marijuana can be distributed until the document is made available , she said .",neutral,neutral
"She was taken to Charing Cross Hospital , where she remained critically ill last night .",""" The woman was taken to New Charing Cross Hospital by ambulance and her condition is critical .",neutral,neutral
""" I love the Catholic Church with all my heart , mind , soul and strength , "" he said .",""" I love the Catholic Church with all my heart , mind , soul and strength , "" said Troy , who spoke quickly but in a steady voice .",neutral,neutral
